,symbol,trades,Name,sector,industry,Qtype,price,Day_pcnt_change,bid,ask,bidsize,asksize,marketCap,ADV_3months,ADV_10days,beta,NextEarningsDate,SharesOutstanding,FloatShares,HeldInsidersPercent,HeldInstitutionsPercent,SharesShort,ShortRatio,ShortPercentFloat,PE_TTM,PEGRatio,PriceToSales,PriceToBookRatio,Unnamed: 27,ROE,DtoEq,PayoutRatio,price_lvl,ADV_3months_lvl,marketCap_lvl
1836,NXE,230,NexGen Energy Ltd.,Energy,Uranium,EQUITY,3.91,5.962060500000001,0.0,0.0,900,3000,1469796480.0,1186411.0,1744885.0,1.860026, ,377710016.0,329016164,0.14930001,0.23034,13302704,10.47,0,53.556521999999994,0,0,12.861843,,-0.34199002,109.146,0,2.65,809898.5,509925.50000000006
1837,XAIR,230,"Beyond Air, Inc.",Healthcare,Medical Devices,EQUITY,7.14,12.440945,0.0,0.0,1000,800,138919408.0,287890.0,226866.0,-0.620661,2/9/21,19456500.0,13251327,0.18,0.17056,1740028,4.53,0.097399995,53.556521999999994,0,199.65393,8.263888,,-1.98961,30.215,0,5.51,214462.99999999997,59853.5
1838,ABCL,229,AbCellera Biologics Inc.,Healthcare,Biotechnology,EQUITY,45.03,-3.2653072,45.15,45.13,800,1400,12121535488.0,1331931.0,745716.0,0,,269188000.0,78954823,0,0,4944772,3.71,0.031600002,53.556521999999994,0,426.07758,0,,0,6.627,0,31.96,1286014.0,2366883.0
1839,CPST,229,Capstone Turbine Corporation,Industrials,Specialty Industrial Machinery,EQUITY,13.08,5.060242,12.99,13.44,1100,800,144838768.0,358991.0,682400.0,2.843649,2/9/21,11073300.0,10699563,0.03822,0.114429995,294103,0.8,0.027,53.556521999999994,-0.51,2.4954562,16.370462,,-1.26253,405.82,0,12.1,341792.0,59853.5
1840,PZZA,229,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,EQUITY,100.26,-1.5127709999999999,0.0,0.0,800,1000,3303787520.0,527067.0,610142.0,0.958377,2/25/21,32952200.0,31154313,0.0545,1.02458,3941372,8.59,0.1517,53.556521999999994,8.11,1.8761532,0,,0,0,1.1111,77.30000000000001,509925.50000000006,809898.5
1841,MANU,229,Manchester United plc,Consumer Cyclical,Leisure,EQUITY,16.26,1.4348068,16.08,16.28,2200,900,2649388288.0,121837.0,185985.0,0.857524,,38939200.0,35377358,0.14756,0.87458,611668,6.87,0.0714,53.556521999999994,-7.62,0,4.6791368,,-0.14568,150.806,0,15.61,0.0,809898.5
1842,GER,229,Goldman Sachs MLP and Energy Renaissance Fund,Financial Services,Asset Management,EQUITY,8.88,1.9517803,8.85,9.0,1100,800,78659488.0,164358.0,121400.0,0,,8858050.0,0,0,0.56613,17690,0.1,0,53.556521999999994,0,0,0,,0,0,0,5.51,0.0,18242.0
1843,NEO,228,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,EQUITY,56.04,1.8909107,0.0,0.0,900,1100,6450820608.0,839451.0,815228.0,0.718249,2/24/21,115111000.0,107231320,0.04795,0.93245006,4914026,4.54,0.0586,53.556521999999994,40.14,15.167017,9.335333,,-0.00851,32.919,0,47.435,809898.5,1286014.0
1844,SNES,228,"SenesTech, Inc.",Basic Materials,Specialty Chemicals,EQUITY,2.1,0.47846848,0.0,0.0,1800,1000,16943576.0,483088.0,741114.0,1.632462,11/11/20,8068370.0,4025516,0.01933,0.05784,25676,0.04,0.0071,53.556521999999994,-0.02,68.04649,2.2776573,,-2.08766,48.851,0,0.67,341792.0,0.0
1845,FLNT,228,"Fluent, Inc.",Communication Services,Advertising Agencies,EQUITY,7.19,3.7518072,7.06,7.16,800,1000,548847232.0,693682.0,1847114.0,3.068303,10/29/20,76334800.0,35603330,0.46084,0.32191002,576364,0.64,0.0139,53.556521999999994,1.88,1.7777349,2.5388417,,0.01403,23.983,0,5.51,509925.50000000006,214462.99999999997
1846,ARNA,228,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,EQUITY,81.97,0.9731473,81.9,81.96,800,900,4767703040.0,668080.0,510885.0,0.728388,,58164000.0,54938827,0.0019,0.91892,3647446,6.91,0.062800005,53.556521999999994,0.54,1451.7975,4.066779,,-0.32026002,4.955,0,77.30000000000001,509925.50000000006,1286014.0
1848,ELVT,228,"Elevate Credit, Inc.",Financial Services,Credit Services,EQUITY,4.75,8.200459500000001,4.55,4.75,800,800,180834400.0,297630.0,337928.0,2.849676,2/8/21,38070400.0,16144906,0.32158002,0.61604,230356,0.67,0.014199999,53.556521999999994,-4.44,0.27956244,1.0824977,,0.32047,262.838,0,2.65,214462.99999999997,59853.5
1849,MCF,228,Contango Oil & Gas Company,Energy,Oil & Gas E&P,EQUITY,3.37,9.771986,3.3,3.48,1800,1000,585328512.0,1375948.0,998071.0,2.760939,,173688000.0,97750512,0.42865002,0.33749,6434257,3.77,0.0482,53.556521999999994,0,4.8392253,0,,-3.63715,0,0,2.65,1286014.0,214462.99999999997
1850,APO,228,"Apollo Global Management, Inc.",Financial Services,Asset Management,EQUITY,50.94,0.49319392,50.68,50.96,800,900,11359313920.0,1265191.0,2045057.0,1.632337,,222994000.0,173213715,0.09323,0.73972,5504892,5.09,0.0317,53.556521999999994,3.6,5.1150107,13.32113,,0.10002,55.403,0,47.435,809898.5,2366883.0
1851,SNR,228,New Senior Investment Group Inc.,Real Estate,REITÑResidential,EQUITY,5.89,2.7923183,0.0,0.0,1800,800,489010176.0,520332.0,437571.0,2.077908,,83023800.0,66999413,0.02032,0.71677,1186912,2.28,0.017,53.556521999999994,0,1.4361533,2.3494215,,-0.08825,604.604,0,5.51,509925.50000000006,214462.99999999997
1852,SBRA,228,"Sabra Health Care REIT, Inc.",Real Estate,REITÑHealthcare Facilities,EQUITY,17.86,-0.11184872,0.0,0.0,1100,2900,3695734272.0,1680766.0,1482657.0,1.498399,2/22/21,206928000.0,204192733,0.01227,0.91869,8011906,5.58,0.0548,53.556521999999994,4.42,6.2493396,1.0985361,,0.04244,73.378,2.1429,15.61,1286014.0,809898.5
1853,UNP,227,Union Pacific Corporation,Industrials,Railroads,EQUITY,204.12,-0.039178173999999996,0.0,0.0,1100,1000,138000000000.0,2787559.0,3618742.0,1.10779,,673868992.0,670835434,0.00162,0.8094,5763792,2.53,0.0086,53.556521999999994,1.77,7.041936,8.091009,,0.30491,165.185,0.49240002,175.005,2366883.0,6831108.0
1854,GNRC,227,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,EQUITY,279.0,3.1118387999999997,278.0,278.35,800,800,17532667904.0,799158.0,627357.0,0.908751,2/11/21,62841700.0,61786633,0.01612,0.93276,1727736,2.25,0.031600002,53.556521999999994,5.32,7.5733433,14.252146,,0.25526,75.845,0,175.005,509925.50000000006,2366883.0
1855,AEHR,227,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,EQUITY,2.55,0.0,2.46,2.55,800,900,59903324.0,423614.0,307550.0,1.207043,,23491500.0,18216740,0.14220999,0.24025999,121846,0.47,0.006,53.556521999999994,-11.25,4.411468,5.5555553,,-0.33625,34.702,0,0.67,341792.0,18242.0
1856,EFOI,227,"Energy Focus, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY,5.09,3.2454426,5.02,5.1,800,1100,21327152.0,119308.0,91885.0,2.298826,11/12/20,4190010.0,2560474,0.15456,0.17495,164050,1.35,0.052199997,53.556521999999994,0,1.2837628,8.157051,,-1.9932201,202.244,0,2.65,59853.5,0.0
1857,SD,227,"SandRidge Energy, Inc.",Energy,Oil & Gas E&P,EQUITY,5.33,12.684987,0.0,0.0,1300,900,191498368.0,532509.0,453028.0,3.389855,11/5/20,35928400.0,32197277,0.01274,0.55116004,453983,0.97,0.0152,53.556521999999994,-0.68,1.3251382,1.4859214,,-1.3509599,9.378,0,2.65,509925.50000000006,59853.5
1858,MGA,227,Magna International Inc.,Consumer Cyclical,Auto Parts,EQUITY,77.17,0.91538763,77.55,77.5,1100,800,24032589824.0,1324532.0,1340900.0,1.515625,,299264000.0,298108651,0.074499995,0.6938,1757810,1.02,0,53.556521999999994,2.28,0.7635696,2.2609282,,0.03496,55.12,1.0433,47.435,1286014.0,2366883.0
1859,CYTK,226,"Cytokinetics, Incorporated",Healthcare,Biotechnology,EQUITY,23.75,2.9475522,22.15,24.87,800,1100,1681001216.0,1055248.0,843342.0,1.320704,,70779000.0,70435037,0.06227,1.0517501,9898101,11.14,0.16540001,53.556521999999994,-0.78,30.947407,11.2081175,,-1.7574201,93.902,0,21.47000000000001,809898.5,509925.50000000006
1860,MBT,226,Mobile TeleSystems Public Joint Stock Company,Communication Services,Telecom Services,EQUITY,9.14,-0.9750726999999999,9.09,9.1,21500,21500,7765728256.0,3639517.0,3085928.0,1.165955,,885968000.0,357210413,0,0.31545,6934049,2.32,0,53.556521999999994,9223.5,0,4.4520216,,1.44561,1877.114,0.9483,5.51,2366883.0,1286014.0
1861,APTS,226,"Preferred Apartment Communities, Inc.",Real Estate,REITÑResidential,EQUITY,7.87,2.2077932000000002,7.87,7.87,900,800,392717728.0,583758.0,484771.0,1.125933,3/1/21,49900600.0,48183680,0.02342,0.54648,1283215,2.75,0.026300002,53.556521999999994,-0.35,0.7850241,0.23224244,,-0.11344,167.506,0,5.51,509925.50000000006,214462.99999999997
1862,INMB,225,"INmune Bio, Inc.",Healthcare,Biotechnology,EQUITY,20.8,3.7406485000000003,20.58,21.95,1200,900,279716320.0,265974.0,403985.0,2.993163,11/5/20,13447900.0,6687127,0.45068002,0.12607999,543483,1.81,0.0587,53.556521999999994,0,0,6.7885118,,-0.34023,0.379,0,15.61,214462.99999999997,0.0
1863,SOAC,225,Sustainable Opportunities Acquisition Corp.,Financial Services,Shell Companies,EQUITY,12.12,5.574916,0.0,0.0,1000,1400,454500000.0,741341.0,899028.0,0, ,30000000.0,0,0,0.53666,67126,0.06,0,53.556521999999994,0,0,0,,0,0,0,12.1,509925.50000000006,214462.99999999997
1865,GNCA,225,"Genocea Biosciences, Inc.",Healthcare,Biotechnology,EQUITY,3.58,13.650788,3.45,3.57,1200,800,184854368.0,508701.0,729028.0,2.168623,2/11/21,51635300.0,27477186,0.06982,0.54723,1683083,3.4,0.041100003,53.556521999999994,0,136.02234,9.132653,,-1.47679,122.564,0,2.65,341792.0,59853.5
1866,VOD,224,Vodafone Group Plc,Communication Services,Telecom Services,EQUITY,18.45,-0.7530898,0.0,0.0,27000,4000,48827744256.0,3719314.0,3839442.0,0.840425,,2683429888.0,2910556110,2.00E-05,0.086260006,4836703,1.35,0,53.556521999999994,0,0,0.7195788,,0.050329998,127.815,1.0791,15.61,2366883.0,6831108.0
1867,PRTH,224,"Priority Technology Holdings, Inc.",Technology,Information Technology Services,EQUITY,7.52,-4.5685296,0.0,0.0,1000,900,505490656.0,137688.0,104271.0,0.589878,11/13/20,67219504.0,7287269,0.85402,0.06486,160008,1.98,0.0207,53.556521999999994,0,1.2750942,0,,0,0,0,5.51,0.0,214462.99999999997
1868,ICE,224,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,EQUITY,113.46,-0.6392883,113.01,115.45,1800,900,63731277824.0,2496756.0,2489214.0,0.70811,4/29/21,561707008.0,555864867,0.014149999,0.93986,5930871,2.67,0.0107,53.556521999999994,2.22,10.558529,3.266822,,0.113970004,86.238,0.3183,77.30000000000001,2366883.0,6831108.0
1870,AMS,223,American Shared Hospital Services,Healthcare,Medical Care Facilities,EQUITY,2.88,-1.3698617,2.92,3.15,800,1000,16591681.0,107353.0,93871.0,1.230522,11/12/20,5761000.0,3695509,0.39183998,0.090670004,9887,0.07,0.0023,53.556521999999994,0,0.92099255,0.65217394,,-0.01027,49.906,0,2.65,59853.5,0.0
1871,TMHC,222,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,EQUITY,30.01,3.8049129999999995,0.0,0.0,900,2200,3899589376.0,1192282.0,1272100.0,1.736926,2/10/21,129943000.0,125509436,0.035099998,0.97262,3641800,3.42,0.039100002,53.556521999999994,0.63,0.64581406,1.1397645,,0.06887,92.044,0,21.47000000000001,809898.5,809898.5
1872,OUT,222,Outfront Media Inc. (REIT),Real Estate,REITÑSpecialty,EQUITY,21.5,6.911981,0.0,0.0,1000,1800,3105223424.0,1884351.0,2293428.0,1.871931,2/25/21,144428992.0,143296829,0.00672,0.93682,3323775,2.6,0.0271,53.556521999999994,-3.52,2.2362258,3.219045,,-0.01559,300.807,0,21.47000000000001,1286014.0,809898.5
1873,NBIX,222,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,EQUITY,117.63,1.2829325,0.0,0.0,3100,900,10990076928.0,1003682.0,983128.0,0.839381,,93429200.0,92255515,0.01263,0.99379,4372441,4.95,0.047399998,53.556521999999994,0.26,10.50777,9.765878,,0.46202,36.61,0,77.30000000000001,809898.5,2366883.0
1874,SPT,222,"Sprout Social, Inc.",Technology,SoftwareÑApplication,EQUITY,71.9,1.1536293,0.0,0.0,800,1000,3805990656.0,651066.0,515428.0,0,2/23/21,43440200.0,35763575,0.09846,0.91076,1846418,3.28,0.0832,53.556521999999994,0,30.756226,0,,-0.62782,16.376,0,47.435,509925.50000000006,809898.5
1875,ONCT,222,"Oncternal Therapeutics, Inc.",Healthcare,Biotechnology,EQUITY,6.99,4.1728724999999995,0.0,0.0,900,3200,340877824.0,5993927.0,1996842.0,0,11/4/20,48766500.0,18519659,0.21525,0.17219,160794,0.07,0.0036,53.556521999999994,0,135.10814,5.923729,,-1.1122,2.42,0,5.51,2366883.0,0.0
1876,NBLX,222,Noble Midstream Partners LP,Energy,Oil & Gas Midstream,EQUITY,13.36,0.4511238,0.0,0.0,1200,1000,1207074688.0,507288.0,459871.0,3.426061,2/12/21,90358000.0,33559843,0.62578,0.26658002,712986,1.41,0.0211,53.556521999999994,-0.43,1.6134666,1.4994388,,0.07215,128.513,0.8532,12.1,341792.0,509925.50000000006
1878,CPG,221,Crescent Point Energy Corp.,Energy,Oil & Gas E&P,EQUITY,3.23,0.62305236,3.23,3.23,1800,28000,1700801792.0,3072638.0,4401428.0,3.391276,,530036000.0,528917546,0.0007,0.35743,12067260,4.09,0,53.556521999999994,0,0,0.26547217,,-0.73135,88.3,0,2.65,2366883.0,509925.50000000006
1879,BHC,221,Bausch Health Companies Inc.,Healthcare,Drug ManufacturersÑSpecialty & Generic,EQUITY,28.86,2.5950994,28.0,28.85,1300,800,10187723776.0,3744680.0,4760542.0,1.374599,,354992992.0,309482135,0.00564,0.66754997,16910853,4.9,0.0542,53.556521999999994,2.12,1.2674451,17.459166,,-1.19689,3716.488,0,21.47000000000001,2366883.0,1286014.0
1880,KAR,221,"KAR Auction Services, Inc.",Consumer Cyclical,Specialty Retail,EQUITY,19.81,0.05050621,19.79,19.8,1400,1000,2560482048.0,1608072.0,1883157.0,1.267876,2/16/21,129252000.0,127960329,0.00836,1.0381199,9109531,6.33,0.0935,53.556521999999994,1.59,1.0992024,1.5932121,,0.01739,156.469,2.375,15.61,1286014.0,809898.5
1881,ARCH,221,"Arch Resources, Inc.",Energy,Thermal Coal,EQUITY,52.21,5.6668677,27.83,59.0,1000,1200,790840512.0,428011.0,377157.0,1.136714,2/9/21,15147300.0,13540919,0.01544,1.15246,2960806,7.52,0.2509,53.556521999999994,0,0.48325294,2.1628003,,-0.51283,115.727,1.2281,47.435,341792.0,341792.0
1882,AVEO,221,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,EQUITY,9.56,4.8820695999999995,9.13,9.76,900,4000,275415968.0,388791.0,374157.0,1.237459,11/9/20,28809200.0,24775090,0.00137,0.34068,608492,1.42,0.0232,53.556521999999994,0,46.704422,6.1321363,,-0.96782,35.88,0,9.36,341792.0,0.0
1883,VSAT,221,"Viasat, Inc.",Technology,Communication Equipment,EQUITY,57.26,6.11564,0.0,0.0,800,900,3902136832.0,898868.0,1175033.0,1.13287,2/4/21,68147696.0,41458992,0.03881,0.83703005,11959992,11.54,0.2337,53.556521999999994,-2.98,1.7327074,1.6957384,,0.00344,91.229,0,47.435,809898.5,809898.5
1884,PHK,221,PIMCO High Income Fund,Financial Services,Asset Management,EQUITY,6.31,1.1217977,0.0,0.0,3000,3200,836422016.0,549219.0,490528.0,0.80683,,132113000.0,0,1.00E-05,0.06655,143939,0.24,0,53.556521999999994,0,8.523177,1.259481,,-0.10757,32.524,0,5.51,509925.50000000006,341792.0
1885,NUAN,221,"Nuance Communications, Inc.",Technology,SoftwareÑApplication,EQUITY,50.51,0.25803345,0.0,0.0,900,1200,14390147072.0,3571159.0,5368942.0,1.183564,,284896992.0,264052465,0.00657,1.00503,27364312,10.93,0.096499994,53.556521999999994,13.03,9.730311,12.493197,,0.01735,146.212,0,47.435,2366883.0,2366883.0
1886,JVA,220,"Coffee Holding Co., Inc.",Consumer Defensive,Packaged Foods,EQUITY,5.26,0.0,5.13,5.75,2900,1000,30027238.0,44762.0,65457.0,1.441835,,5708600.0,4481043,0.13534,0.30603,19662,0.41,0.0039,53.556521999999994,0,0.388711,1.1167729,,0.00798,24.371,0,2.65,18242.0,0.0
1887,AMGN,220,Amgen Inc.,Healthcare,Drug ManufacturersÑGeneral,EQUITY,237.57,0.5289438,235.22,238.9,800,1300,137000000000.0,2537104.0,2956042.0,0.728388,,578000000.0,576965380,0.00188,0.77988,7021398,2.83,0.0121,53.556521999999994,2.39,5.4010177,14.593649,,0.76135004,350.579,0.5199,175.005,2366883.0,6831108.0
1888,WRK,220,WestRock Company,Consumer Cyclical,Packaging & Containers,EQUITY,42.72,-0.835656,0.0,0.0,900,900,11239204864.0,1980272.0,2327700.0,1.259338,,263090000.0,260886256,0.013400001,0.83758,3029588,1.88,0.0149,53.556521999999994,0.56,0.64016974,1.0318592,,-0.05898,81.406,0,31.96,1286014.0,2366883.0
1889,PXS,220,Pyxis Tankers Inc.,Industrials,Marine Shipping,EQUITY,1.26,9.565219,0.0,0.0,1300,1000,27254808.0,1014867.0,1627300.0,-0.0016,11/13/20,21630800.0,3894578,0.81683,0.0033,41194,0.07,0.0098,53.556521999999994,0,1.1143059,0.97447795,,-0.24882,212.846,0,0.67,809898.5,0.0
1890,RIO,220,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,EQUITY,80.29,2.3063168999999997,0.0,0.0,900,900,100000000000.0,1950522.0,1763257.0,0.585638,,1246979968.0,1420555455,4.00E-05,0.082229994,7304816,3.88,0,53.556521999999994,0,2.3949292,3.3105183,,0.17036,31.563,0.8668,77.30000000000001,1286014.0,6831108.0
1891,PRTK,220,"Paratek Pharmaceuticals, Inc.",Healthcare,Biotechnology,EQUITY,8.31,5.7251945,0.0,0.0,800,2900,358740224.0,381766.0,340628.0,1.528281,11/5/20,45641200.0,39296622,0.09044,0.52649,4070536,10.25,0.0934,53.556521999999994,0.03,8.997748,0,,0,0,0,5.51,341792.0,0.0
1892,DE,220,Deere & Company,Industrials,Farm & Heavy Construction Machinery,EQUITY,317.04,2.5223188,316.5,317.48,1200,800,99684032512.0,1656812.0,1530385.0,0.983991,2/19/21,314420992.0,281226100,0.00241,0.81162,2603135,1.63,0.0092,53.556521999999994,0.94,2.806894,7.686564,,0.22589001,358.405,0.3498,175.005,1286014.0,6831108.0
1894,EVH,219,"Evolent Health, Inc.",Healthcare,Health Information Services,EQUITY,19.87,2.9533763,19.7,19.68,1000,800,1705783936.0,613616.0,699357.0,2.352721,,85847200.0,68098024,0.090229996,0.94816,8537950,17.22,0.1089,53.556521999999994,-2.48,1.72819,2.6571276,,-0.58427,54.584,0,15.61,509925.50000000006,509925.50000000006
1895,AKAM,219,"Akamai Technologies, Inc.",Technology,SoftwareÑInfrastructure,EQUITY,117.28,2.2760973,117.5,117.94,800,800,19092480000.0,1688830.0,2751142.0,0.414621,2/9/21,162704992.0,159946721,0.021189999,0.93551004,8374604,5.09,0.0588,53.556521999999994,2.18,6.111579,4.64825,,0.14792,65.942,0,77.30000000000001,1286014.0,2366883.0
1897,WHR,218,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY,200.43,3.5439297999999995,0.0,0.0,800,900,12426659840.0,775049.0,982616.0,1.890074,4/21/21,62000000.0,61734020,0.00451,0.96886003,4630840,6.5,0.1038,53.556521999999994,3.26,0.6387058,3.2710447,,0.24266,131.811,0.2841,175.005,509925.50000000006,2366883.0
1898,DISH,218,DISH Network Corporation,Communication Services,Entertainment,EQUITY,31.52,0.9932757999999999,31.49,31.94,3200,3100,16579772416.0,4874006.0,9810585.0,1.996798,,287572992.0,245468313,0.14195,0.80174005,25838336,4.3,0.1187,53.556521999999994,-0.4,1.1694893,1.306312,,0.12706,106.673,0,21.47000000000001,2366883.0,2366883.0
1899,WING,218,Wingstop Inc.,Consumer Cyclical,Restaurants,EQUITY,155.98,0.56736916,0.0,0.0,800,900,4630032384.0,410504.0,430233.0,1.191035,2/17/21,29683500.0,29540688,0.00483,1.04514,2347754,5.9,0.109799996,53.556521999999994,5.57,19.395649,0,,0,0,0.4273,77.30000000000001,341792.0,1286014.0
1900,NVCR,218,NovoCure Limited,Healthcare,Medical Instruments & Supplies,EQUITY,183.96,4.611885,0.0,0.0,1000,1000,18726576128.0,1037833.0,612585.0,1.053361,2/25/21,101797000.0,85864955,0.14821,0.82912004,5237491,5.78,0.0594,53.556521999999994,10.49,41.64728,60.954277,,0.077,4.26,0,175.005,809898.5,2366883.0
1901,BKEP,218,"Blueknight Energy Partners, L.P.",Energy,Oil & Gas Midstream,EQUITY,2.1,3.9603922,2.07,2.2,900,1300,86516008.0,294882.0,231042.0,2.239594,,41198100.0,34826804,0.08054,0.22621,35533,0.09,0.0009,53.556521999999994,-26.25,0.2792235,0.2477876,,0,0,0,0.67,214462.99999999997,18242.0
1902,CCX,218,Churchill Capital Corp II,Financial Services,Shell Companies,EQUITY,10.26,-0.7736936,10.28,10.35,1100,1300,884924992.0,1525838.0,1615414.0,0, ,69000000.0,2253122,0,0.70786005,708412,0.38,0.0137,53.556521999999994,0,0,40.235294,,0,0,0,9.36,1286014.0,341792.0
1903,BKD,218,Brookdale Senior Living Inc.,Healthcare,Medical Care Facilities,EQUITY,5.36,0.5628557,5.25,5.38,1100,3100,982943552.0,2131900.0,2209057.0,1.825506,,183384992.0,124378958,0.02191,0.93632007,8217216,5.23,0.050300002,53.556521999999994,0.33,0.31251472,1.1675017,,0.04244,653.633,0,2.65,1286014.0,341792.0
1904,CCJ,218,Cameco Corporation,Energy,Uranium,EQUITY,14.76,5.428573,14.8,14.85,1400,1200,5818082304.0,4569188.0,8463257.0,0.659505,,395846016.0,394995137,0.00182,0.67433,12513408,2.78,0,53.556521999999994,6.42,0,1.607668,,-0.00096,20.667,0,12.1,2366883.0,1286014.0
1905,USAU,217,U.S. Gold Corp.,Basic Materials,Gold,EQUITY,12.2,-2.0080323,0.0,0.0,1400,1000,82817016.0,86212.0,138157.0,1.953547,,6788280.0,4733110,0.20117001,0.02562,172140,1.46,0.031400003,53.556521999999994,0,0,1.8882526,,-0.46533,0,0,12.1,59853.5,18242.0
1906,VRNA,217,Verona Pharma plc,Healthcare,Biotechnology,EQUITY,8.91,6.706579700000001,0.0,0.0,1000,1100,461700160.0,72059.0,257571.0,0.585313,10/29/20,51818200.0,13885059,0.00339,0.66137004,80283,2,0,53.556521999999994,0,0,1.9424461,,-0.41816002,0.746,0,5.51,59853.5,214462.99999999997
1908,CTXS,217,"Citrix Systems, Inc.",Technology,SoftwareÑApplication,EQUITY,134.07,1.7068729,131.21,134.99,1100,900,16485784576.0,1703630.0,2332214.0,0.183564,,122964000.0,124541420,0.00658,0.94605005,5622611,3.75,0.060700003,53.556521999999994,1.92,5.093393,149.96645,,1.06222,1719.58,0.30110002,77.30000000000001,1286014.0,2366883.0
1909,VNO,217,Vornado Realty Trust,Real Estate,REITÑOffice,EQUITY,38.04,1.7384369,0.0,0.0,800,800,7275568128.0,2727135.0,3521042.0,1.399146,2/16/21,191260992.0,168236984,0.08221,0.84611,17171825,7.49,0.1169,53.556521999999994,-1.61,4.2926645,1.3043926,,-0.011460001,105.631,9.2036,31.96,2366883.0,1286014.0
1910,MLHR,217,"Herman Miller, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY,38.69,2.3815763,37.0,39.8,1800,800,2281878016.0,607558.0,539357.0,1.40128,,58978500.0,58569229,0.00689,0.86103,1776635,1.96,0.0343,53.556521999999994,0.22,0.9530062,2.8580925,,-0.01742,72.964,0,31.96,509925.50000000006,509925.50000000006
1911,MDLA,217,"Medallia, Inc.",Technology,SoftwareÑApplication,EQUITY,44.33,0.0,44.31,44.29,800,800,6669404160.0,1627691.0,3024528.0,0,,150448992.0,87744607,0.090270005,0.92444,18553801,11.14,0.1985,53.556521999999994,5.75,14.521625,14.781594,,-0.29448,90.735,0,31.96,1286014.0,1286014.0
1912,DMYD,216,"dMY Technology Group, Inc. II",Financial Services,Shell Companies,EQUITY,20.45,-1.588065,20.36,21.0,1100,900,705525056.0,1451967.0,1037857.0,0, ,27600000.0,0,0,0.07321,1829398,1.16,0,53.556521999999994,0,0,0,,0,0,0,15.61,1286014.0,341792.0
1913,VLRS,216,"Controladora Vuela Compaa de Aviacin, S.A.B. de C.V.",Industrials,Airlines,EQUITY,12.86,2.063486,0.0,0.0,900,900,1278011392.0,511551.0,432628.0,1.666666,,99378800.0,73040294,0,0.43897,390995,0.9,0,53.556521999999994,0.17,0,2.929385,,0,0,0,12.1,509925.50000000006,509925.50000000006
1914,FOXA,215,Fox Corporation,Communication Services,Broadcasting,EQUITY,32.69,4.0420065,32.5,32.71,1400,4000,19165003776.0,6057190.0,10055028.0,0,2/9/21,337543008.0,453418285,0.01623,1.09148,34805535,7.51,0.10479999,53.556521999999994,13.53,1.5514452,1.8074753,,0.15388,76.313,0.1736,31.96,2366883.0,2366883.0
1915,KBH,215,KB Home,Consumer Cyclical,Residential Construction,EQUITY,45.08,5.9459524,45.14,45.15,1000,900,4452195328.0,1751451.0,2160785.0,1.842049,,97861696.0,89631820,0.109689996,0.89779997,5423030,3.01,0.0665,53.556521999999994,0.35,1.0643103,1.5496734,,0.11735,66.967,0.1342,31.96,1286014.0,809898.5
1918,AEP,214,"American Electric Power Company, Inc.",Utilities,UtilitiesÑRegulated Electric,EQUITY,80.98,-1.4721973999999998,80.96,80.98,1300,1400,40197664768.0,3023100.0,2212966.0,0.251867,,496390016.0,495874974,0.00011,0.76782,7703330,2.2,0.0155,53.556521999999994,3.1,2.6935093,1.9735816,,0.09409001,161.821,0.72540003,77.30000000000001,2366883.0,6831108.0
1919,TFC,214,Truist Financial Corporation,Financial Services,BanksÑRegional,EQUITY,52.97,0.5314151,0.0,0.0,1100,1300,71454416896.0,5629632.0,5310485.0,1.315368,4/15/21,1348960000.0,1344415001,0.00262,0.74394,9367856,1.62,0.007,53.556521999999994,-1.35,3.507826,0,,0.065349996,0,0.5844,47.435,2366883.0,6831108.0
1922,RMBS,214,Rambus Inc.,Technology,Semiconductors,EQUITY,20.12,2.9156093999999997,0.0,0.0,900,2200,2273560064.0,838782.0,994642.0,1.104589,,113000000.0,112272082,0.00975,0.84796,5958767,7.61,0.0718,53.556521999999994,1.7,9.365965,2.505292,,-0.046490002,21.551,0,15.61,809898.5,509925.50000000006
1923,QMCO,214,Quantum Corporation,Technology,Computer Hardware,EQUITY,8.68,7.826088400000001,0.0,0.0,1800,900,474730048.0,172274.0,205742.0,2.321771,1/27/21,54692400.0,36936684,0.061869998,0.80848,876080,4.46,0.0276,53.556521999999994,-2.11,1.3745788,0,,0,0,0,5.51,0.0,214462.99999999997
